Division,Sub Division,Feeder,Feeder Code,A/c No,Name,Address,Category,Supply Type,Mobile No,Status,Bill Basis,Total Bill Amount (Rs),Last Paid Date,Last Paid Amount (Rs),Load,Load Unit,Current Assessment (Rs),Bill Date,Current Month Consumption (kWh),Supply Voltage (kV),Connection Type,Meter Status,Meter Exception Reason,Arrear (Rs),Total Outstanding (Rs),LPSC (Rs),Payment Mode
KIDWAI NAGAR,SDO-5,CARWALO NAGAR,51331110026CAR,4681319598,Consumer,Kanpur,LMV-1,10,9456110141,In Service,PROV,491.0,2026-03-10,491.0,1.0,KVA,491.0,2026-03-01,36,0.230kV,PREPAID,N,On height,0.0,-2622.65,0.0,UPI
PANKI,SDO-6,MALL ROAD-101,51331220051MAL,4685673782,Consumer,Kanpur,LMV-1,10,9789761202,In Service,MU,19072.76,2026-03-10,1928.0,3.3,KW,1928.0,2026-03-01,266,0.400kV,POSTPAID,N,,17144.76,-112.48,1714.48,CARD
RAWATPUR,SDO-7,LAKAR MANDI,51331210045LAK,4686347450,Consumer,Kanpur,LMV-1,10,9108715612,In Service,MU,715.0,2026-03-10,572.0,2.4,BHP,715.0,2026-03-01,80,0.230kV,POSTPAID,N,,0.0,143.0,0.0,IPYG
KAKADEO,SDO-3,DADA MIYAN,51331210047DAD,4681809107,Consumer,Kanpur,LMV-2,H21,9779312843,In Service,ASS,1243.0,2026-03-10,1243.0,2.3,KW,1243.0,2026-03-01,139,0.230kV,PREPAID,N,,0.0,-1435.73,0.0,CARD
SISAMAU,SDO-4,M-18B BANS MANDI,51331110001MBA,4683409867,Consumer,Kanpur,LMV-1,100,9288841856,In Service,PROV,847.0,2026-03-10,847.0,1.1,KW,847.0,2026-03-01,97,0.230kV,POSTPAID,F,Port Dirty/Faulty,0.0,-297.77,0.0,UPI
RAWATPUR,SDO-4,LAKAR MANDI,51331210045LAK,4689707427,Consumer,Kanpur,LMV-1,100,9786929452,In Service,CEIL,1199.0,2026-03-10,599.5,2.0,KW,1199.0,2026-03-01,129,0.230kV,PREPAID,N,Port Dirty/Faulty,0.0,599.5,0.0,UPI
ARMAPUR,SDO-5,SISAMAU,51331210045SIS,4682747753,Consumer,Kanpur,LMV-1,10,9363895559,In Service,MU,1842.16,2026-03-10,720.0,0.9,BHP,720.0,2026-03-01,87,0.230kV,POSTPAID,F,,1122.16,1122.16,112.22,CASH
GENERALGANJ,SDO-7,IDGAH,51331320049IDG,4686842592,Consumer,Kanpur,LMV-1,10,9471349350,In Service,CEIL,3061.95,2026-03-10,2067.0,1.7,KW,2067.0,2026-03-01,271,0.230kV,PREPAID,N,,994.95,994.95,99.5,CASH
NAWABGANJ,SDO-5,SUTER GANJ,51331230046SUT,4681249474,Consumer,Kanpur,LMV-1,100,9410924306,In Service,CEIL,1176.2,2026-03-10,744.0,2.1,KW,744.0,2026-03-01,64,0.230kV,POSTPAID,N,,432.2,432.2,43.22,CARD
FAZALGANJ,SDO-2,IFTKHARABAD,51331120020IFT,4688324597,Consumer,Kanpur,HV-1,10,9382815220,In Service,MU,1865.0,2026-03-10,1492.0,2.3,KW,1865.0,2026-03-01,252,0.400kV,POSTPAID,N,,0.0,373.0,0.0,CARD
BARRA,SDO-8,BEEMA CHAURAHA,51333310083BEE,4681308045,Consumer,Kanpur,LMV-1,10,9847747271,In Service,MU,2221.0,2026-03-10,2109.95,1.9,KW,2221.0,2026-03-01,275,0.400kV,POSTPAID,F,,0.0,-103.03,0.0,UPI
GENERALGANJ,SDO-3,BURF KHANA,51331210045BUR,4685995649,Consumer,Kanpur,LMV-1,10,9981963459,In Service,MU,1072.0,2026-03-10,1072.0,1.0,KW,1072.0,2026-03-01,134,0.230kV,POSTPAID,F,,0.0,-2562.87,0.0,IPYG
NAWABGANJ,SDO-7,SUTER GANJ,51331230046SUT,4688730178,Consumer,Kanpur,LMV-1,100,9154629168,In Service,MU,1256.63,2026-03-10,815.1,1.8,KW,858.0,2026-03-01,84,0.400kV,PREPAID,F,,398.63,-1155.61,39.86,UPI
KALYANPUR,SDO-4,ACHARYA NAGAR,51331510043ACH,4686671184,Consumer,Kanpur,LMV-1,10,9298883605,In Service,ASS,1237.62,2026-03-10,832.0,2.3,KW,1040.0,2026-03-01,129,0.400kV,PREPAID,N,,197.62,405.62,19.76,UPI
VIKAS NAGAR,SDO-4,PARED,51331220048PAR,4688790714,Consumer,Kanpur,LMV-1,10,9344838357,In Service,ASS,3362.92,2026-03-10,599.0,1.0,KW,599.0,2026-03-01,64,0.230kV,PREPAID,N,On height,2763.92,2763.92,276.39,UPI
ZARIB CHAUKI,SDO-2,RAWATPUR,51331320030RAW,4688693797,Consumer,Kanpur,LMV-1,10,9494015398,In Service,MU,14712.17,2026-03-10,1806.4,16.8,KW,2258.0,2026-03-01,287,0.400kV,POSTPAID,N,Port Dirty/Faulty,12454.17,12905.77,1245.42,CARD
FAZALGANJ,SDO-5,DALEL PURWA,51331120020DAL,4688391707,Consumer,Kanpur,LMV-2,10,9807390963,In Service,PROV,744.0,2026-03-10,744.0,0.9,KW,744.0,2026-03-01,70,0.230kV,POSTPAID,N,Meter not downloadable,0.0,0.0,0.0,CARD
KAKADEO,SDO-3,HALLET HOSPITAL,51331320030HAL,4684404859,Consumer,Kanpur,LMV-1,10,9558997885,In Service,MU,633.0,2026-03-10,633.0,1.9,KW,633.0,2026-03-01,82,0.230kV,PREPAID,N,,0.0,0.0,0.0,CARD
VIKAS NAGAR,SDO-1,PARED,51331220048PAR,4685312219,Consumer,Kanpur,LMV-2,10,9491883038,In Service,MU,1434.61,2026-03-10,947.0,2.0,KW,947.0,2026-03-01,127,0.230kV,POSTPAID,N,On height,487.61,-55.43,48.76,UPI
KIDWAI NAGAR,SDO-1,CARWALO NAGAR,51331110026CAR,4688920126,Consumer,Kanpur,LMV-2,100,9271129008,In Service,ASS,2816.95,2026-03-10,1035.0,1.1,KW,1035.0,2026-03-01,121,0.230kV,POSTPAID,N,,1781.95,-190.34,178.2,CARD
GENERALGANJ,SDO-6,IDGAH,51331320049IDG,4688853419,Consumer,Kanpur,LMV-2,10,9137879478,In Service,CEIL,1281.0,2026-03-10,1281.0,2.2,KW,1281.0,2026-03-01,146,0.230kV,PREPAID,N,,0.0,0.0,0.0,IPYG
BARRA,SDO-3,GREEN PARK,51331310039GRE,4687906634,Consumer,Kanpur,HV-1,10,9385929142,In Service,PROV,9106.89,2026-03-10,1073.0,0.9,KW,1073.0,2026-03-01,136,0.230kV,POSTPAID,N,On height,8033.89,-80.68,803.39,CASH
JAJMAU,SDO-2,PALM COURT,51331320030PAL,4685044418,Consumer,Kanpur,LMV-1,10,9439950341,In Service,MU,1942.0,2026-03-10,1844.9,2.0,KW,1942.0,2026-03-01,250,0.230kV,PREPAID,N,,0.0,-2782.98,0.0,CASH
VIKAS NAGAR,SDO-1,PARED,51331220048PAR,4685104936,Consumer,Kanpur,LMV-1,100,9928464003,In Service,ASS,2180.0,2026-03-10,1744.0,64.9,KW,2180.0,2026-03-01,273,0.230kV,PREPAID,F,Meter not downloadable,0.0,436.0,0.0,UPI
KIDWAI NAGAR,SDO-4,MAQBARA,51331230046MAQ,4684453242,Consumer,Kanpur,LMV-1,10,9854395609,In Service,MU,499.0,2026-03-10,499.0,4.3,KW,499.0,2026-03-01,62,0.230kV,POSTPAID,N,Meter not downloadable,0.0,0.0,0.0,UPI
BARRA,SDO-1,BEEMA CHAURAHA,51333310083BEE,4683483175,Consumer,Kanpur,LMV-2,10,9205500004,In Service,MU,10528.71,2026-03-10,285.95,2.4,KW,301.0,2026-03-01,24,0.230kV,POSTPAID,N,Port Dirty/Faulty,10227.71,10242.76,1022.77,CARD
VIKAS NAGAR,SDO-1,BHANNA PURWA,51331510043BHA,4684187846,Consumer,Kanpur,LMV-1,10,9837488174,In Service,MU,776.0,2026-03-10,620.8,2.0,KW,776.0,2026-03-01,98,0.400kV,PREPAID,F,,0.0,-76.04,0.0,IPYG
BARRA,SDO-2,BEEMA CHAURAHA,51333310083BEE,4684257435,Consumer,Kanpur,LMV-2,10,9776540658,In Service,MU,18440.4,2026-03-10,5140.8,2.2,KW,6426.0,2026-03-01,905,0.230kV,POSTPAID,N,Port Dirty/Faulty,12014.4,13299.6,1201.44,UPI
NAWABGANJ,SDO-7,SUTER GANJ,51331230046SUT,4684300113,Consumer,Kanpur,LMV-1,10,9790117257,In Service,PROV,14488.61,2026-03-10,1061.15,2.9,KW,1117.0,2026-03-01,146,0.400kV,POSTPAID,N,,13371.61,-331.56,1337.16,IPYG
SHUKLAGANJ,SDO-5,SHIVALA PT,51331420034SHI,4688705218,Consumer,Kanpur,LMV-1,10,9864846703,In Service,MU,2068.0,2026-03-10,2068.0,1.8,KW,2068.0,2026-03-01,268,0.230kV,POSTPAID,F,Meter not downloadable,0.0,-533.53,0.0,CASH
GOVIND NAGAR,SDO-3,BHAGAT SINGH,51331110001BHA,4683337885,Consumer,Kanpur,LMV-1,101,9875942204,In Service,CEIL,23777.73,2026-03-10,1024.0,2.1,KW,1024.0,2026-03-01,139,0.230kV,POSTPAID,F,Meter not downloadable,22753.73,22753.73,2275.37,CASH
SHUKLAGANJ,SDO-4,ASHOK NAGAR,51331320050ASH,4685962960,Consumer,Kanpur,LMV-1,10,9896372177,In Service,MU,2337.32,2026-03-10,654.0,2.1,KVA,654.0,2026-03-01,76,0.230kV,POSTPAID,N,,1683.32,1683.32,168.33,CARD
KALYANPUR,SDO-3,ACHARYA NAGAR,51331510043ACH,4685133180,Consumer,Kanpur,LMV-1,10,9427459879,In Service,MU,6852.35,2026-03-10,3818.0,2.0,KW,3818.0,2026-03-01,526,0.230kV,PREPAID,N,On height,3034.35,3034.35,303.44,UPI
FAZALGANJ,SDO-7,DALEL PURWA,51331120020DAL,4681647531,Consumer,Kanpur,LMV-1,H21,9105323119,In Service,ASS,3778.0,2026-03-10,3022.4,1.0,KW,3778.0,2026-03-01,504,0.230kV,POSTPAID,N,Meter not downloadable,0.0,-265.66,0.0,CASH
VIKAS NAGAR,SDO-1,PARED,51331220048PAR,4681830686,Consumer,Kanpur,LMV-1,10,9107599485,In Service,MU,948.0,2026-03-10,0.0,2.0,KW,948.0,2026-03-01,94,0.230kV,POSTPAID,N,,0.0,948.0,0.0,UPI
KAKADEO,SDO-4,DADA MIYAN,51331210047DAD,4682414230,Consumer,Kanpur,LMV-1,10,9756185523,In Service,MU,838.0,2026-03-10,796.1,5.7,KW,838.0,2026-03-01,83,0.230kV,POSTPAID,N,,0.0,-961.7,0.0,CASH
SISAMAU,SDO-5,PANI KI TANKI BECON GANJ,51331210047NEW,4686001194,Consumer,Kanpur,HV-1,10,9908155824,In Service,MU,1253.0,2026-03-10,1253.0,1.8,KW,1253.0,2026-03-01,155,0.230kV,POSTPAID,N,,0.0,-615.79,0.0,CASH
RAWATPUR,SDO-3,LAKAR MANDI,51331210045LAK,4683996387,Consumer,Kanpur,LMV-1,10,9653512698,In Service,CEIL,2049.0,2026-03-10,2049.0,1.1,KW,2049.0,2026-03-01,265,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CARD
DADA NAGAR,SDO-5,KDA,51332110070KDA,4687071761,Consumer,Kanpur,LMV-1,10,9648157830,In Service,PROV,3480.99,2026-03-10,617.0,1.8,KW,617.0,2026-03-01,68,0.400kV,PREPAID,F,On height,2863.99,2863.99,286.4,CASH
GOVIND NAGAR,SDO-3,KESA HOUSE,51331220051KES,4688925385,Consumer,Kanpur,LMV-1,10,9511139870,In Service,MU,731.0,2026-03-10,694.45,1.6,KW,731.0,2026-03-01,63,0.400kV,POSTPAID,N,,0.0,36.55,0.0,IPYG
SISAMAU,SDO-7,PANI KI TANKI BECON GANJ,51331210047NEW,4685881895,Consumer,Kanpur,LMV-2,10,9916424373,In Service,MU,483.0,2026-03-10,483.0,1.6,KW,483.0,2026-03-01,31,0.400kV,POSTPAID,N,,0.0,0.0,0.0,CASH
ZARIB CHAUKI,SDO-8,ROOPAM,51331230046ROO,4683122225,Consumer,Kanpur,LMV-1,100,9811101981,Disconnected,CEIL,4292.84,2026-03-10,850.25,1.0,KVA,895.0,2026-03-01,98,0.230kV,POSTPAID,N,On height,3397.84,3442.59,339.78,UPI
GOVIND NAGAR,SDO-2,BHAGAT SINGH,51331110001BHA,4686192447,Consumer,Kanpur,LMV-1,10,9849884657,In Service,MU,776.0,2026-03-10,776.0,3.9,KW,776.0,2026-03-01,86,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CARD
KALYANPUR,SDO-7,BAKAR MANDI,51331210045BAK,4683622079,Consumer,Kanpur,LMV-1,10,9702859731,In Service,MU,325.53,2026-03-10,306.0,2.7,KW,306.0,2026-03-01,17,0.230kV,POSTPAID,N,,19.53,19.53,1.95,UPI
KIDWAI NAGAR,SDO-8,CARWALO NAGAR,51331110026CAR,4688959873,Consumer,Kanpur,LMV-1,10,9910947283,In Service,PROV,10182.97,2026-03-10,1324.0,0.8,KW,1324.0,2026-03-01,148,0.230kV,POSTPAID,N,,8858.97,-562.2,885.9,IPYG
COLONELGANJ,SDO-7,NURSING HOME,51331320050NUR,4687389330,Consumer,Kanpur,LMV-1,10,9656171945,In Service,MU,1209.0,2026-03-10,1209.0,2.8,KW,1209.0,2026-03-01,140,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CARD
SISAMAU,SDO-8,M-18B BANS MANDI,51331110001MBA,4688602301,Consumer,Kanpur,LMV-1,10,9822512137,In Service,MU,1161.89,2026-03-10,712.0,0.9,KW,712.0,2026-03-01,65,0.230kV,PREPAID,N,,449.89,-110.12,44.99,UPI
COLONELGANJ,SDO-4,NURSING HOME,51331320050NUR,4688828995,Consumer,Kanpur,LMV-1,10,9972690275,In Service,MU,6697.11,2026-03-10,2992.0,1.1,KW,3740.0,2026-03-01,527,0.230kV,POSTPAID,N,Meter not downloadable,2957.11,3705.11,295.71,CARD
HARBANSH MOHAL,SDO-3,P ROAD,51331510043PRO,4682948144,Consumer,Kanpur,LMV-2,10,9592985932,Disconnected,CEIL,1108.0,2026-03-10,1108.0,2.4,KW,1108.0,2026-03-01,136,0.230kV,PREPAID,N,,0.0,-379.81,0.0,CASH
FAZALGANJ,SDO-6,IFTKHARABAD,51331120020IFT,4688128570,Consumer,Kanpur,LMV-1,10,9892739504,In Service,MU,8017.98,2026-03-10,3751.0,4.6,KW,3751.0,2026-03-01,509,0.230kV,POSTPAID,N,Meter not downloadable,4266.98,-771.22,426.7,UPI
NAWABGANJ,SDO-7,SUTER GANJ,51331230046SUT,4681189737,Consumer,Kanpur,LMV-1,100,9606203201,In Service,PROV,1825.1,2026-03-10,674.4,1.2,KW,843.0,2026-03-01,88,0.230kV,POSTPAID,N,On height,982.1,1150.7,98.21,CARD
HARBANSH MOHAL,SDO-5,LAL KUAN,51331210047LAL,4683882732,Consumer,Kanpur,LMV-2,10,9185462371,In Service,MU,3099.08,2026-03-10,345.0,2.1,KW,345.0,2026-03-01,32,0.400kV,POSTPAID,N,,2754.08,2754.08,275.41,CASH
JAJMAU,SDO-3,JK CANCER,51331320030JKC,4685236778,Consumer,Kanpur,LMV-1,100,9287760984,In Service,PROV,16840.44,2026-03-10,2213.0,0.9,KW,2213.0,2026-03-01,285,0.400kV,POSTPAID,N,,14627.44,14627.44,1462.74,CASH
GUMTI,SDO-3,ELGIN,51331110001ELG,4689733018,Consumer,Kanpur,LMV-1,10,9622275596,In Service,CEIL,1177.0,2026-03-10,1177.0,1.9,KW,1177.0,2026-03-01,155,0.400kV,POSTPAID,N,Port Dirty/Faulty,0.0,0.0,0.0,UPI
RAWATPUR,SDO-6,EH FEEDER,51331220048EHF,4683641898,Consumer,Kanpur,LMV-1,10,9894974601,In Service,PROV,1564.02,2026-03-10,1166.0,31.8,KW,1166.0,2026-03-01,155,0.400kV,POSTPAID,N,On height,398.02,398.02,39.8,IPYG
VIKAS NAGAR,SDO-5,PARED,51331220048PAR,4685020254,Consumer,Kanpur,LMV-1,10,9988383652,In Service,MU,1987.0,2026-03-10,993.5,1.8,KW,1987.0,2026-03-01,272,0.230kV,POSTPAID,N,On height,0.0,-600.3,0.0,CARD
PANKI,SDO-2,MALL ROAD-101,51331220051MAL,4689917301,Consumer,Kanpur,LMV-2,10,9143770419,In Service,ASS,598.0,2026-03-10,598.0,2.0,KW,598.0,2026-03-01,60,0.400kV,POSTPAID,N,Port Dirty/Faulty,0.0,0.0,0.0,CASH
SISAMAU,SDO-4,M-18B BANS MANDI,51331110001MBA,4689769867,Consumer,Kanpur,LMV-1,10,9407611061,In Service,MU,6803.01,2026-03-10,938.0,1.6,KW,938.0,2026-03-01,125,0.230kV,POSTPAID,N,,5865.01,5865.01,586.5,IPYG
GOVIND NAGAR,SDO-1,BHAGAT SINGH,51331110001BHA,4684734723,Consumer,Kanpur,LMV-1,100,9269977572,In Service,PROV,739.0,2026-03-10,702.05,2.0,KW,739.0,2026-03-01,85,0.230kV,POSTPAID,N,Port Dirty/Faulty,0.0,36.95,0.0,CARD
ARMAPUR,SDO-2,SISAMAU,51331210045SIS,4686363350,Consumer,Kanpur,LMV-1,10,9592666608,In Service,MU,2275.36,2026-03-10,959.0,2.0,KW,959.0,2026-03-01,120,0.230kV,POSTPAID,N,,1316.36,1316.36,131.64,UPI
SHUKLAGANJ,SDO-1,ASHOK NAGAR,51331320050ASH,4686218716,Consumer,Kanpur,LMV-1,10,9970214395,In Service,MU,1064.0,2026-03-10,1064.0,3.2,KVA,1064.0,2026-03-01,124,0.230kV,PREPAID,N,Port Dirty/Faulty,0.0,0.0,0.0,UPI
BARRA,SDO-1,BEEMA CHAURAHA,51333310083BEE,4686143395,Consumer,Kanpur,LMV-1,10,9856654451,In Service,MU,6480.0,2026-03-10,0.0,3.7,KW,6480.0,2026-03-01,909,0.400kV,POSTPAID,N,,0.0,-574.08,0.0,UPI
HARBANSH MOHAL,SDO-3,P ROAD,51331510043PRO,4688895501,Consumer,Kanpur,LMV-2,10,9314713583,In Service,PROV,1097.87,2026-03-10,725.0,1.8,KW,725.0,2026-03-01,64,0.230kV,PREPAID,N,,372.87,372.87,37.29,CASH
COLONELGANJ,SDO-2,NURSING HOME,51331320050NUR,4686833245,Consumer,Kanpur,LMV-1,100,9465919541,In Service,CEIL,16443.57,2026-03-10,1130.5,3.8,KW,1190.0,2026-03-01,131,0.230kV,POSTPAID,N,,15253.57,15313.07,1525.36,UPI
VIKAS NAGAR,SDO-2,PARED,51331220048PAR,4688557915,Consumer,Kanpur,LMV-1,10,9905670933,In Service,MU,3842.84,2026-03-10,1109.0,1.2,KW,1109.0,2026-03-01,134,0.230kV,POSTPAID,N,On height,2733.84,2733.84,273.38,CASH
PANKI,SDO-4,MALL ROAD-101,51331220051MAL,4688454313,Consumer,Kanpur,LMV-1,10,9233726417,In Service,MU,2572.25,2026-03-10,1201.0,2.8,KW,1201.0,2026-03-01,152,0.230kV,POSTPAID,N,,1371.25,-1932.7,137.12,UPI
BARRA,SDO-7,GREEN PARK,51331310039GRE,4683404486,Consumer,Kanpur,LMV-2,10,9296463677,In Service,MU,824.31,2026-03-10,636.8,2.1,KW,796.0,2026-03-01,82,0.230kV,POSTPAID,N,,28.31,-7.97,2.83,UPI
NAWABGANJ,SDO-7,JHAKARKATI BRIDGE,51331110026JHA,4689723927,Consumer,Kanpur,LMV-1,100,9234066582,In Service,ASS,645.0,2026-03-10,645.0,0.9,KW,645.0,2026-03-01,74,0.230kV,POSTPAID,F,Port Dirty/Faulty,0.0,0.0,0.0,UPI
PANKI,SDO-5,MUIR MILL SUBSTATION FEEDER,51331220051MSU,4689824389,Consumer,Kanpur,LMV-1,10,9171455879,In Service,MU,4965.66,2026-03-10,3796.0,1.8,KW,3796.0,2026-03-01,500,0.230kV,POSTPAID,N,,1169.66,1169.66,116.97,IPYG
DADA NAGAR,SDO-7,VISHNU PURI,51331310042VIS,4684397197,Consumer,Kanpur,LMV-1,100,9815327292,In Service,MU,1095.0,2026-03-10,1040.25,3.8,KW,1095.0,2026-03-01,135,0.230kV,PREPAID,F,On height,0.0,54.75,0.0,CARD
RAWATPUR,SDO-7,MOTI JHEEL,51331320030MOT,4681726735,Consumer,Kanpur,LMV-1,10,9874388769,In Service,MU,961.0,2026-03-10,961.0,1.6,KW,961.0,2026-03-01,99,0.230kV,PREPAID,F,,0.0,0.0,0.0,UPI
KAKADEO,SDO-1,GANGOTRI,51331320049GAN,4684538995,Consumer,Kanpur,LMV-1,10,9519503320,In Service,MU,11379.17,2026-03-10,6518.0,1.2,KW,6518.0,2026-03-01,918,0.400kV,POSTPAID,F,,4861.17,4861.17,486.12,UPI
GENERALGANJ,SDO-4,DY KA PARAV,51331120020DYK,4687137836,Consumer,Kanpur,LMV-1,10,9426488629,In Service,CEIL,451.0,2026-03-10,451.0,1.8,KW,451.0,2026-03-01,24,0.230kV,POSTPAID,N,On height,0.0,0.0,0.0,CARD
SHUKLAGANJ,SDO-3,ASHOK NAGAR,51331320050ASH,4682113371,Consumer,Kanpur,LMV-1,10,9595727344,In Service,MU,2102.0,2026-03-10,2102.0,2.0,KW,2102.0,2026-03-01,268,0.230kV,POSTPAID,N,,0.0,0.0,0.0,UPI
DADA NAGAR,SDO-2,KHALASI LINE,51331320049KHA,4684138805,Consumer,Kanpur,LMV-2,10,9714894202,In Service,MU,1163.0,2026-03-10,1104.85,0.8,BHP,1163.0,2026-03-01,135,0.230kV,POSTPAID,N,,0.0,58.15,0.0,CARD
KAKADEO,SDO-2,GANGOTRI,51331320049GAN,4687377120,Consumer,Kanpur,LMV-1,10,9383857617,In Service,ASS,2059.0,2026-03-10,2059.0,3.2,KW,2059.0,2026-03-01,268,0.230kV,POSTPAID,N,,0.0,0.0,0.0,UPI
COLONELGANJ,SDO-3,TIKONIA PARK,51331310039TIK,4683674185,Consumer,Kanpur,LMV-1,10,9433012835,In Service,CEIL,8412.1,2026-03-10,814.0,2.2,KW,814.0,2026-03-01,85,0.230kV,POSTPAID,N,,7598.1,7598.1,759.81,UPI
VIKAS NAGAR,SDO-3,PARED,51331220048PAR,4684155996,Consumer,Kanpur,LMV-1,10,9797619012,In Service,MU,5922.94,2026-03-10,676.0,7.5,KW,676.0,2026-03-01,81,0.230kV,PREPAID,F,Port Dirty/Faulty,5246.94,5246.94,524.69,IPYG
JAJMAU,SDO-3,PALM COURT,51331320030PAL,4684237525,Consumer,Kanpur,LMV-1,100,9593350970,In Service,MU,5140.82,2026-03-10,2021.0,4.2,KW,2021.0,2026-03-01,255,0.230kV,PREPAID,F,,3119.82,-1394.7,311.98,CARD
ZARIB CHAUKI,SDO-3,ROOPAM,51331230046ROO,4685361136,Consumer,Kanpur,LMV-1,H21,9307757495,In Service,MU,378.0,2026-03-10,302.4,3.2,KVA,378.0,2026-03-01,39,0.230kV,POSTPAID,N,,0.0,75.6,0.0,IPYG
GOVIND NAGAR,SDO-5,BHAGAT SINGH,51331110001BHA,4687611317,Consumer,Kanpur,LMV-1,10,9387239936,In Service,MU,2169.68,2026-03-10,880.8,1.9,BHP,1101.0,2026-03-01,122,0.230kV,POSTPAID,N,,1068.68,-614.74,106.87,IPYG
GOVIND NAGAR,SDO-5,KESA HOUSE,51331220051KES,4686112936,Consumer,Kanpur,LMV-1,10,9682223536,In Service,CEIL,3631.0,2026-03-10,3631.0,1.1,KW,3631.0,2026-03-01,511,0.230kV,POSTPAID,N,On height,0.0,-649.06,0.0,IPYG
GUMTI,SDO-5,ELGIN,51331110001ELG,4684112472,Consumer,Kanpur,LMV-1,10,9632265584,In Service,ASS,1057.0,2026-03-10,845.6,2.6,KW,1057.0,2026-03-01,136,0.230kV,POSTPAID,N,Meter not downloadable,0.0,211.4,0.0,CASH
GOVIND NAGAR,SDO-7,GURUVRAT ULLAH PARK,51331120033GUR,4684203920,Consumer,Kanpur,LMV-1,10,9547104057,In Service,MU,3682.0,2026-03-10,2945.6,1.8,KW,3682.0,2026-03-01,507,0.230kV,POSTPAID,F,Meter not downloadable,0.0,-3172.61,0.0,UPI
PANKI,SDO-7,MALL ROAD-101,51331220051MAL,4686673003,Consumer,Kanpur,LMV-1,10,9243619049,In Service,PROV,292.0,2026-03-10,292.0,35.8,KW,292.0,2026-03-01,31,0.230kV,POSTPAID,F,On height,0.0,0.0,0.0,UPI
GOVIND NAGAR,SDO-4,GURUVRAT ULLAH PARK,51331120033GUR,4684336674,Consumer,Kanpur,LMV-1,10,9501757018,In Service,CEIL,3671.0,2026-03-10,2936.8,1.1,KW,3671.0,2026-03-01,507,0.230kV,PREPAID,N,,0.0,734.2,0.0,IPYG
VIKAS NAGAR,SDO-4,PARED,51331220048PAR,4687517303,Consumer,Kanpur,LMV-1,101,9326832849,In Service,ASS,2000.0,2026-03-10,2000.0,1.9,KW,2000.0,2026-03-01,275,0.230kV,POSTPAID,N,Port Dirty/Faulty,0.0,0.0,0.0,UPI
PANKI,SDO-5,MALL ROAD-101,51331220051MAL,4689624176,Consumer,Kanpur,LMV-1,H21,9758436255,In Service,CEIL,570.0,2026-03-10,570.0,1.7,KW,570.0,2026-03-01,61,0.230kV,PREPAID,N,,0.0,0.0,0.0,IPYG
JAJMAU,SDO-1,PALM COURT,51331320030PAL,4684701937,Consumer,Kanpur,LMV-1,10,9522884665,In Service,MU,16893.01,2026-03-10,2243.0,0.9,KW,2243.0,2026-03-01,288,0.400kV,POSTPAID,N,,14650.01,-337.54,1465.0,CARD
HARBANSH MOHAL,SDO-6,P ROAD,51331510043PRO,4687490688,Consumer,Kanpur,LMV-1,10,9221341230,In Service,ASS,2065.0,2026-03-10,1652.0,3.0,KW,2065.0,2026-03-01,260,0.230kV,PREPAID,N,Meter not downloadable,0.0,413.0,0.0,IPYG
ARMAPUR,SDO-3,BANS MANDI,51331120020BAN,4684140487,Consumer,Kanpur,LMV-1,10,9588680106,In Service,ASS,4737.59,2026-03-10,0.0,0.9,KW,3878.0,2026-03-01,517,0.230kV,POSTPAID,N,,859.59,4737.59,85.96,CARD
FAZALGANJ,SDO-1,DALEL PURWA,51331120020DAL,4681444158,Consumer,Kanpur,LMV-2,10,9705138192,In Service,MU,6688.57,2026-03-10,5267.2,2.1,KW,6584.0,2026-03-01,913,0.230kV,POSTPAID,N,Port Dirty/Faulty,104.57,-68.16,10.46,UPI
DADA NAGAR,SDO-8,KHALASI LINE,51331320049KHA,4688151937,Consumer,Kanpur,LMV-1,H21,9854556198,In Service,MU,1210.0,2026-03-10,968.0,1.9,KW,1210.0,2026-03-01,152,0.230kV,POSTPAID,F,,0.0,-2415.62,0.0,UPI
HARBANSH MOHAL,SDO-6,LAL KUAN,51331210047LAL,4684490527,Consumer,Kanpur,LMV-1,10,9913544211,In Service,PROV,437.0,2026-03-10,437.0,2.2,KW,437.0,2026-03-01,39,0.400kV,PREPAID,N,,0.0,-267.35,0.0,CASH
DADA NAGAR,SDO-6,KDA,51332110070KDA,4683318579,Consumer,Kanpur,LMV-1,100,9675197786,In Service,MU,3798.36,2026-03-10,3746.0,4.1,KW,3746.0,2026-03-01,512,0.230kV,POSTPAID,N,,52.36,52.36,5.24,CASH
PANKI,SDO-7,MUIR MILL SUBSTATION FEEDER,51331220051MSU,4689447562,Consumer,Kanpur,LMV-1,10,9898625038,In Service,ASS,2199.0,2026-03-10,2199.0,2.3,KW,2199.0,2026-03-01,279,0.230kV,POSTPAID,N,,0.0,0.0,0.0,UPI
GENERALGANJ,SDO-5,IDGAH,51331320049IDG,4684544262,Consumer,Kanpur,LMV-2,10,9299408758,In Service,PROV,3655.0,2026-03-10,3655.0,3.2,KW,3655.0,2026-03-01,510,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CARD
